Price,Date,Adj Close,Close,High,Low,Open,Volume
0,2009-09-14,5.221012592315674,6.204286098480225,6.210713863372803,6.080357074737549,6.101070880889893,322011200
1,2009-09-15,5.264292240142822,6.255713939666748,6.273213863372803,6.199643135070801,6.215713977813721,426470800
2,2009-09-16,5.465954780578613,6.495357036590576,6.526785850524902,6.3528571128845215,6.356785774230957,754023200
3,2009-09-17,5.546500205993652,6.591071128845215,6.6710710525512695,6.498929023742676,6.49928617477417,810572000
4,2009-09-18,5.56062650680542,6.6078572273254395,6.662499904632568,6.598570823669434,6.636785984039307,601582800
5,2009-09-21,5.5305705070495605,6.572143077850342,6.612856864929199,6.486429214477539,6.581786155700684,437715600
6,2009-09-22,5.544397830963135,6.588571071624756,6.62071418762207,6.5303568840026855,6.61392879486084,356753600
7,2009-09-23,5.5750508308410645,6.625,6.746428966522217,6.608213901519775,6.621428966522217,593563600
8,2009-09-24,5.524561405181885,6.565000057220459,6.70357084274292,6.527500152587891,6.685713768005371,550880400
9,2009-09-25,5.48098087310791,6.513214111328125,6.625,6.480000019073486,6.500357151031494,445239200
10,2009-09-28,5.594586372375488,6.648213863372803,6.667142868041992,6.547500133514404,6.56678581237793,337444800
11,2009-09-29,5.571445465087891,6.62071418762207,6.692856788635254,6.582499980926514,6.668929100036621,345385600
12,2009-09-30,5.57054328918457,6.619643211364746,6.658928871154785,6.521786212921143,6.647500038146973,539585200
13,2009-10-01,5.435598373413086,6.459286212921143,6.650713920593262,6.45357084274292,6.619643211364746,524711600
14,2009-10-02,5.557018280029297,6.603570938110352,6.640714168548584,6.476786136627197,6.478929042816162,553308000
15,2009-10-05,5.59067964553833,6.643570899963379,6.6735711097717285,6.581070899963379,6.650000095367432,423133200
16,2009-10-06,5.710595607757568,6.786070823669434,6.786070823669434,6.689286231994629,6.704999923706055,605085600
17,2009-10-07,5.717810153961182,6.794642925262451,6.805356979370117,6.751070976257324,6.7771430015563965,465668000
18,2009-10-08,5.688356399536133,6.759643077850342,6.837500095367432,6.746070861816406,6.809286117553711,438211200
19,2009-10-09,5.72442102432251,6.802499771118164,6.810713768005371,6.736429214477539,6.748929023742676,293272000
20,2009-10-12,5.7346391677856445,6.814642906188965,6.8396430015563965,6.772857189178467,6.822143077850342,288024800
21,2009-10-13,5.710897922515869,6.786428928375244,6.827499866485596,6.775000095367432,6.80821418762207,348020400
22,2009-10-14,5.7490668296813965,6.831786155700684,6.868570804595947,6.793929100036621,6.8660712242126465,375510800
23,2009-10-15,5.727126598358154,6.805714130401611,6.818571090698242,6.7689290046691895,6.772500038146973,373556400
24,2009-10-16,5.651689052581787,6.716071128845215,6.7985711097717285,6.708570957183838,6.762499809265137,431426800
25,2009-10-19,5.706089019775391,6.78071403503418,6.785714149475098,6.626786231994629,6.708929061889648,942230800
26,2009-10-20,5.973570346832275,7.098570823669434,7.205357074737549,7.066071033477783,7.164286136627197,1141039200
27,2009-10-21,6.158703327178955,7.318571090698242,7.4539289474487305,7.115356922149658,7.12571382522583,1193726800
28,2009-10-22,6.167116165161133,7.32857084274292,7.423213958740234,7.232500076293945,7.310713768005371,791392000
29,2009-10-23,6.1292500495910645,7.283570766448975,7.349999904632568,7.258213996887207,7.346428871154785,420786800
30,2009-10-26,6.085372447967529,7.231429100036621,7.3839287757873535,7.146429061889648,7.273929119110107,484338400
31,2009-10-27,5.931796550750732,7.048929214477539,7.243214130401611,7.01607084274292,7.20214319229126,756551600
32,2009-10-28,5.782426834106445,6.871428966522217,7.072143077850342,6.824999809265137,7.061070919036865,818386800
33,2009-10-29,5.901138782501221,7.012499809265137,7.028929233551025,6.862143039703369,6.964285850524902,570270400
34,2009-10-30,5.665214538574219,6.732142925262451,7.028571128845215,6.7203569412231445,7.002142906188965,717525200
35,2009-11-02,5.689557075500488,6.76107120513916,6.888570785522461,6.627500057220459,6.778571128845215,678983200
36,2009-11-03,5.672727108001709,6.7410712242126465,6.768570899963379,6.639999866485596,6.708929061889648,522541600
37,2009-11-04,5.7346391677856445,6.814642906188965,6.923213958740234,6.793929100036621,6.81178617477417,487530400
38,2009-11-05,5.831415176391602,6.929643154144287,6.964285850524902,6.850714206695557,6.871428966522217,384801200
39,2009-11-06,5.8407301902771,6.940713882446289,6.971070766448975,6.871428966522217,6.875357151031494,295097600
40,2009-11-09,6.054717540740967,7.195000171661377,7.210713863372803,7.009285926818848,7.033570766448975,528855600
41,2009-11-10,6.100399971008301,7.24928617477417,7.320713996887207,7.178928852081299,7.179286003112793,401195200
42,2009-11-11,6.108512878417969,7.2589287757873535,7.3214287757873535,7.208213806152344,7.305714130401611,443870000
43,2009-11-12,6.070646286010742,7.213929176330566,7.31678581237793,7.193929195404053,7.255000114440918,363731200
44,2009-11-13,6.144577980041504,7.301785945892334,7.315357208251953,7.216785907745361,7.245357036590576,343240800
45,2009-11-16,6.210097789764404,7.379642963409424,7.4285712242126465,7.321785926818848,7.338571071624756,485206400
46,2009-11-17,6.221216201782227,7.392857074737549,7.408570766448975,7.3214287757873535,7.360000133514404,396513600
47,2009-11-18,6.1899590492248535,7.355713844299316,7.392857074737549,7.285714149475098,7.376429080963135,374320800
48,2009-11-19,6.02616548538208,7.161070823669434,7.307499885559082,7.135714054107666,7.307499885559082,542326400
49,2009-11-20,6.0084333419799805,7.139999866485596,7.15678596496582,7.062857151031494,7.112500190734863,406666400
50,2009-11-23,6.187553882598877,7.3528571128845215,7.357142925262451,7.248213768005371,7.25,474896800
51,2009-11-24,6.1442790031433105,7.30142879486084,7.3528571128845215,7.246428966522217,7.333213806152344,318438400
52,2009-11-25,6.136764049530029,7.292500019073486,7.3446431159973145,7.2771430015563965,7.335713863372803,286454000
53,2009-11-27,6.028570175170898,7.163928985595703,7.248570919036865,7.0846428871154785,7.114999771118164,295257200
54,2009-11-30,6.008131504058838,7.13964319229126,7.20285701751709,7.098928928375244,7.182499885559082,424858000
55,2009-12-01,5.919773101806641,7.034643173217773,7.241786003112793,7.0296430587768555,7.2228569984436035,465763200
56,2009-12-02,5.897533416748047,7.008213996887207,7.193571090698242,6.9910712242126465,7.105713844299316,715260000
57,2009-12-03,5.905046463012695,7.0171427726745605,7.106429100036621,7.009643077850342,7.050714015960693,448719600
58,2009-12-04,5.810075759887695,6.904285907745361,7.138570785522461,6.795713901519775,7.132143020629883,826884800
59,2009-12-07,5.678738594055176,6.748213768005371,6.9203572273254395,6.7385711669921875,6.904285907745361,714758800
60,2009-12-08,5.706387996673584,6.781071186065674,6.869643211364746,6.739285945892334,6.762856960296631,690398800
61,2009-12-09,5.9447197914123535,7.064286231994629,7.07714319229126,6.796785831451416,6.8314290046691895,684782000
62,2009-12-10,5.903544902801514,7.01535701751709,7.132143020629883,7.00428581237793,7.125,489669600
63,2009-12-11,5.850647926330566,6.952499866485596,7.0714287757873535,6.908214092254639,7.063570976257324,429774800
64,2009-12-14,5.920072555541992,7.034999847412109,7.0510711669921875,6.877142906188965,6.977499961853027,495790400
65,2009-12-15,5.835621356964111,6.934642791748047,7.053928852081299,6.902500152587891,6.993928909301758,419459600
66,2009-12-16,5.861467361450195,6.965356826782227,7.017857074737549,6.948214054107666,6.9678568840026855,352984800
67,2009-12-17,5.766197204589844,6.852142810821533,6.964285850524902,6.8214287757873535,6.937857151031494,388838800
68,2009-12-18,5.873490333557129,6.979642868041992,6.982142925262451,6.878571033477783,6.898929119110107,608770400
69,2009-12-21,5.957643032073975,7.0796427726745605,7.1339287757873535,6.988214015960693,7.001786231994629,611906400
70,2009-12-22,6.021656513214111,7.15571403503418,7.173213958740234,7.09499979019165,7.122857093811035,349515600
71,2009-12-23,6.073952674865723,7.2178568840026855,7.2278571128845215,7.171785831451416,7.185713768005371,345525600
72,2009-12-24,6.28252649307251,7.465713977813721,7.476786136627197,7.262499809265137,7.2696428298950195,500889200
73,2009-12-28,6.359766006469727,7.557499885559082,7.64107084274292,7.4860711097717285,7.561429023742676,644565600
74,2009-12-29,6.284331798553467,7.4678568840026855,7.597143173217773,7.4546427726745605,7.593928813934326,445205600
75,2009-12-30,6.360667705535889,7.558570861816406,7.5714287757873535,7.439642906188965,7.458213806152344,412084400
76,2009-12-31,6.333319664001465,7.526071071624756,7.619643211364746,7.519999980926514,7.611785888671875,352410800
77,2010-01-04,6.431895732879639,7.643214225769043,7.660714149475098,7.585000038146973,7.622499942779541,493729600
78,2010-01-05,6.443016529083252,7.656428813934326,7.699643135070801,7.6160712242126465,7.664286136627197,601904800
79,2010-01-06,6.340531826019287,7.534643173217773,7.68678617477417,7.526785850524902,7.656428813934326,552160000
80,2010-01-07,6.3288092613220215,7.520713806152344,7.5714287757873535,7.466071128845215,7.5625,477131200
81,2010-01-08,6.370884418487549,7.570713996887207,7.5714287757873535,7.466429233551025,7.510714054107666,447610800
82,2010-01-11,6.314685344696045,7.503929138183594,7.607142925262451,7.444643020629883,7.599999904632568,462229600
83,2010-01-12,6.242856502532959,7.4185709953308105,7.491786003112793,7.372142791748047,7.471070766448975,594459600
84,2010-01-13,6.330913543701172,7.523213863372803,7.533214092254639,7.289286136627197,7.423929214477539,605892000
85,2010-01-14,6.294249534606934,7.479642868041992,7.5164289474487305,7.465000152587891,7.503929138183594,432894000
86,2010-01-15,6.189058780670166,7.354642868041992,7.557143211364746,7.352499961853027,7.533214092254639,594067600
87,2010-01-19,6.462852954864502,7.679999828338623,7.685357093811035,7.401429176330566,7.440357208251953,730007600
88,2010-01-20,6.363372802734375,7.56178617477417,7.698214054107666,7.482142925262451,7.675356864929199,612152800
89,2010-01-21,6.253375053405762,7.431070804595947,7.618214130401611,7.400356769561768,7.574285984039307,608154400
90,2010-01-22,5.943215847015381,7.0625,7.410714149475098,7.041429042816162,7.385000228881836,881767600
91,2010-01-25,6.103105068206787,7.252500057220459,7.310713768005371,7.1496429443359375,7.232500076293945,1065699600
92,2010-01-26,6.189357757568359,7.355000019073486,7.632500171661377,7.235000133514404,7.3553571701049805,1867110000
93,2010-01-27,6.2476654052734375,7.424285888671875,7.520713806152344,7.126070976257324,7.387499809265137,1722568400
94,2010-01-28,5.989499092102051,7.117499828338623,7.339285850524902,7.096428871154785,7.318929195404053,1173502400
95,2010-01-29,5.772207260131836,6.859285831451416,7.221428871154785,6.794642925262451,7.181428909301758,1245952400
96,2010-02-01,5.852452754974365,6.9546427726745605,7.0,6.8321428298950195,6.870357036590576,749876400
97,2010-02-02,5.886411666870117,6.994999885559082,7.0114288330078125,6.906428813934326,6.996786117553711,698342400
98,2010-02-03,5.987695693969727,7.115356922149658,7.150000095367432,6.943571090698242,6.9703569412231445,615328000
99,2010-02-04,5.771908283233643,6.85892915725708,7.0846428871154785,6.841785907745361,7.026071071624756,757652000
100,2010-02-05,5.874390125274658,6.980713844299316,7.0,6.816071033477783,6.879642963409424,850306800
101,2010-02-08,5.834117412567139,6.932857036590576,7.067142963409424,6.9285712242126465,6.98892879486084,478270800
102,2010-02-09,5.896331310272217,7.006785869598389,7.0535712242126465,6.955357074737549,7.014999866485596,632886800
103,2010-02-10,5.864174842834473,6.968571186065674,7.021429061889648,6.937857151031494,6.996070861816406,370361600
104,2010-02-11,5.970865249633789,7.0953569412231445,7.1339287757873535,6.930714130401611,6.960000038146973,550345600
105,2010-02-12,6.022259712219238,7.156428813934326,7.2014288902282715,6.982142925262451,7.075356960296631,655468800
106,2010-02-16,6.1130218505859375,7.264286041259766,7.2746429443359375,7.197143077850342,7.2121429443359375,543737600
107,2010-02-17,6.087477207183838,7.23392915725708,7.296785831451416,7.1735711097717285,7.292500019073486,436396800
108,2010-02-18,6.098896026611328,7.247499942779541,7.28178596496582,7.175714015960693,7.201070785522461,422825200
109,2010-02-19,6.061028003692627,7.202499866485596,7.257143020629883,7.182499885559082,7.209286212921143,415469600
110,2010-02-22,6.023461818695068,7.1578569412231445,7.232142925262451,7.11392879486084,7.226428985595703,390563600
111,2010-02-23,5.922477722167969,7.0378570556640625,7.190357208251953,6.989643096923828,7.142857074737549,575094800
112,2010-02-24,6.030673503875732,7.166429042816162,7.194285869598389,7.065713882446289,7.0796427726745605,460566400
113,2010-02-25,6.07094669342041,7.214285850524902,7.244999885559082,7.03178596496582,7.049285888671875,665126000
114,2010-02-26,6.149688243865967,7.307857036590576,7.327499866485596,7.214285850524902,7.2278571128845215,507460800
115,2010-03-01,6.281026363372803,7.463929176330566,7.482142925262451,7.337500095367432,7.348214149475098,550093600
116,2010-03-02,6.2768168449401855,7.458929061889648,7.5296430587768555,7.419285774230957,7.497499942779541,566546400
117,2010-03-03,6.291241645812988,7.476070880889893,7.495357036590576,7.42642879486084,7.4621429443359375,372052800
118,2010-03-04,6.332717418670654,7.525356769561768,7.5328569412231445,7.451070785522461,7.474286079406738,366041200
119,2010-03-05,6.580363750457764,7.819643020629883,7.846428871154785,7.6653571128845215,7.67642879486084,899620400
120,2010-03-08,6.584271430969238,7.824285984039307,7.86035680770874,7.794642925262451,7.857500076293945,429889600
121,2010-03-09,6.70268440246582,7.965000152587891,8.035714149475098,7.78178596496582,7.796785831451416,920259200
122,2010-03-10,6.757384300231934,8.029999732971191,8.052857398986816,7.971428871154785,7.993928909301758,596218000
123,2010-03-11,6.777217388153076,8.053570747375488,8.053570747375488,7.975714206695557,7.996786117553711,405700400
124,2010-03-12,6.810279846191406,8.092857360839844,8.133213996887207,8.0625,8.120356559753418,416323600
125,2010-03-15,6.727328300476074,7.994286060333252,8.053570747375488,7.8660712242126465,8.049285888671875,493502800
126,2010-03-16,6.745663166046143,8.016071319580078,8.03499984741211,7.946785926818848,8.006428718566895,446908000
127,2010-03-17,6.735743999481201,8.00428581237793,8.087499618530273,7.973928928375244,8.032142639160156,450956800
